DiPNysYpR12bQVevbodNZQ,Olives Deli & Bakery,91,4.0,Princeton,NJ
HCCoVdXfEViQ0V0WIeI_xA,Souper Bowls,5,4.0,Providence,RI
l_rUsyDbGZH2nimU5E6zgw,La Flor de Puebla,2,4.5,Hyattsville,MD
R3JEQH3-iho_g_cfDOCbqQ,Terhune Orchards,44,3.5,Princeton,NJ
KR89_v-jKxf4_l8h8k4jyQ,Paddy Cake Bakery,10,3.5,Pittsburgh,PA
YFneuEeT5c7nT28T8-TipA,Perks Coffee Shop,53,3.0,La Jolla,CA
CJ0sbMmixbh21d9fUoBEMg,Espresso Royale,25,4.0,Urbana,IL
cbMKC6U_haCBhtoj_EFhmQ,Mag's Cafe,2,3.0,Los Angeles,CA
7V2_ajvHw663gTU0RSqsZg,Starbucks,21,4.0,Cambridge,MA
KHAFaF3ciIg03oy6DCsCww,C'est Bon Convenience,9,4.0,Cambridge,MA
XEy1YPTpVg5q0WD2K0Ex6Q,Ram Restaurant & Brewery,216,3.0,Seattle,WA
-GAzHziC8HAbjpJxLoir1w,The Fresh Market,15,4.0,Chapel Hill,NC
b_JzakNJhumpafAnXertgQ,Mariposa Bakery,139,3.0,Cambridge,MA
DOI4vjKHLYKz9XMsvp24Bg,Circle Diner,11,3.0,Latham,NY
eipYDHpaW4NHjY3K7HnRNQ,Bar Barry Liquors,2,4.0,Lafayette,IN
oEJx0_4iz82yoCwYV3gVIw,Spiritus Fermenti,4,1.5,Providence,RI
YJ8Ehqq4Jr2_xmtRe5aXLQ,Mirsung Indian Fast food and Groceries,7,3.5,Champaign,IL
h6YJ8ULFYSjVPbe5V9eFuw,Scotty's Brewhouse,44,3.5,West Lafayette,IN
JB-h3X2TIxBWkS5d8uL5hQ,Sugar Jones Cookies,3,4.5,Amherst,MA
7rqLjSX0o_oJNdfljxUn9w,Hoosic Street Wine Cellar,3,2.0,Troy,NY
piXuRfZ81xFGA64WFJrKkQ,Diddy Riese Cookies,2874,4.5,Los Angeles,CA
LvSKdHCch7Reet3c78XhaQ,Julie's Handmade Noodles,47,4.5,Austin,TX
tVo28-PBAuXb5BPS4NBGag,Pari Cafe Creperie,36,4.0,Philadelphia,PA
ip8eIHu1LbSRctR5mFJAKQ,Shinka Tea Company,82,4.0,Seattle,WA
o2VijvMhxfYGFpphnDdfoQ,Smoothie King,2,4.0,Ann Arbor,MI
7ksoNVyTrvsl8I_2JMk2xA,ASPC Coop Store,2,4.5,Claremont,CA
FP3e7j9yuz2sWqk9lECJpw,Crepes de Provence,4,4.0,San Luis Obispo,CA
rVF2CysgSp8BxdYYF0lEGA,City Girl Yogurt,3,3.5,Urbana,IL
XqNDr54eLDLRfZwo4l4dVA,Bruegger's Bagels,6,4.0,Pittsburgh,PA
idM0hDe_Pp2IeYgH0DIIBw,The Big Idea Infoshop,3,5.0,Pittsburgh,PA
cnMZ-Y0qWS-vwDj3u7sCQQ,Green Cafe,10,3.0,Ithaca,NY
EqpBJpt5_JzF_MQjIvc6Gw,TGI Friday's,12,2.5,Princeton,NJ
bHj1XBczyH84HpDOnj3gWA,Peregrine Coffee,3,5.0,Philadelphia,PA
fuuzSe_xGqXLIw7Jxw9RjA,Amherst Coffee,43,3.5,Amherst,MA
UmxpAIu9OOCbrRbvyeG6qQ,Columbia Market,2,3.0,Cambridge,MA
3GzfH-thOl-eJiVeK4d3VA,Sprouts Farmer's Market,63,4.0,Claremont,CA
OQ2qzBAMhD0FB2jP6yF_6w,Tapioca Express,97,3.0,La Jolla,CA
jUtDZZNdZtfNGxnNkQJ_Yw,The Placid Baker,15,4.5,Troy,NY
d8Vo025bpY5g7n-klOXF9A,Aldi,4,2.5,Takoma Park,MD
J2fh7F5wZ9BwjfKbxqQWiw,Philly Diner,63,2.0,Philadelphia,PA
xFRBN0lFt8g8XjeYw8kFtQ,501 Diner,27,2.5,Chapel Hill,NC
kTtAWxP2kQroJdxJ_P1lhg,Cosi,80,3.0,Cambridge,MA
MsARMQlztGzCeZ_OZsNERA,Central Convenience,2,3.5,Cambridge,MA
stBfsf8DYEfPmO_r_HVORw,Texas French Bread,112,3.5,Austin,TX
Lye66-VKsO-npfyo3o7qeg,Libby's Liquor Market,19,3.0,Cambridge,MA
oliWJYujdvSKuKcS54UfeA,Bantam Cider Company,3,3.5,Cambridge,MA
vWXMwnNy1TUAc4-IuFoE1g,Panera,6,3.5,Ithaca,NY
oXPFsfVr5sYQx2fz2yK4fA,The Coffee Bean & Tea Leaf,3,3.5,Los Angeles,CA
oEoogybFcPkkzAPgQVALVA,Helmbold Fritz Inc,2,2.5,Troy,NY
v179TdgIVXpWiyz-J1flyg,Big Apple Bagels,5,2.0,Lafayette,IN
7eDRDNci3DDTGuEKhsu5Bg,Cogo's Co,3,2.5,Pittsburgh,PA
XtIiry6wjhNUpaGZj1uQxA,Price Chopper,2,3.0,Latham,NY
djN01IuwCJnVTqA166qecA,Vieta Coffee,14,3.5,Los Angeles,CA
q3_jyTXUcwaBpezRQoff2A,City Girl Cupcake,8,4.5,Providence,RI
Me0m9753dQgbcxdLpQq50A,Malachi's,24,4.0,Providence,RI
LrDOKA2n0tyzCEE_aSXEqw,WineStyles,33,4.0,Claremont,CA
_IjmCo6RD788xW8bFR5UfA,Cliff's Meat Market,13,3.5,Carrboro,NC
sLg-XwYTap8FbK8hUvto1g,Slider U,9,3.0,Atlanta,GA
y0xTHTPtxXTctQEKWVuGpg,the bent spoon,256,4.5,Princeton,NJ
rzPz4uEGxKgVMbWwARVmmg,Rocky Mountain Chocolate Factory,15,3.5,San Luis Obispo,CA
yiR4dDit58T8pYg1GMvO3Q,Pinkberry,53,3.5,New York,NY
nFmdykhGQ8Nr_wDn7ObLtQ,A&M,2,5.0,Philadelphia,PA
8-vPFqN5jGmQ89KfoDDilA,Fruizen Desserts,103,4.5,Claremont,CA
XKNuWWCgUDCGlSUIv6vJQA,The Cakery,10,4.0,San Luis Obispo,CA
czAJCWuK1nCjjfbPYATg5Q,Country View Diner,21,3.0,Troy,NY
IiX7lGoQQE3T4wg_1cx8Og,Fresh Side,81,3.5,Amherst,MA
a2FCobBzFzC62IbHPa_oIg,Mediterranean Cafe & Ice Cream,7,3.0,Philadelphia,PA
pu3-sKmkPHUkLVN7ClmoWw,Lava Java,33,3.5,Austin,TX
P2SYz9Amm5_Q1z49gy10bQ,Campus Candy Yogurt Bar,10,3.5,Austin,TX
yw3dfUD1PO8EdGLHdbGevA,Espresso Royale,2,2.0,Urbana,IL
S4GEsM7PLEZO4EBFwnERCQ,Manory's Restaurant,13,3.0,Troy,NY
0ojx8gZSh-zMlc2BkJ5-dg,C3,2,1.0,Philadelphia,PA
bqwQawpoIqNmITtZHHMXhQ,John's Incredible Pizza Company,90,3.5,Montclair,CA
Yedqc7f59focfGlexN0IZw,People's Brewing Company,9,5.0,Lafayette,IN
Pa4kzzo2d1AUM95Hcrh7lA,Hannaford Supermarkets,2,3.0,Wynantskill,NY
9E-HXTHRYatoSmB6OiVrFA,Manndible Cafe,12,4.5,Ithaca,NY
qCj9vRr90rAlm44bEPV8iA,Café 451,3,3.0,Los Angeles,CA
WQkrz00jNyQsaJadxL0h7Q,Kelly's Restaurant,4,4.5,Amherst,MA
WNxNyYPdVVy9e8RvIo2Zqg,Bello Mundo Cafe,28,5.0,San Luis Obispo,CA
jtlkMSgiv6AwGXd8vhJU-A,Cold Stone Creamery,25,3.0,Los Angeles,CA
ntGk1hWIq3I23gUx0baOsA,Haagen-Dazs,4,4.0,Los Angeles,CA
U_wLGkq86qyd8yzpKyFswg,Muza,29,4.0,Troy,NY
R7iNhaoCdT3N7qppUCQ6Og,Espresso Bettola Coffee House,2,5.0,Palo Alto,CA
VwPvGpmG4G90oIhwR7RKsg,Zehrs Markets,2,4.0,Waterloo,ON
OizfDRfXlr8qUShdWwiCEA,Le Mardi Gras,24,4.5,Pittsburgh,PA
XFwh7JQ3CmFe6yza3JZGbw,Yum Yum Donuts No 73,5,3.5,Claremont,CA
DKjhtXe7_nqsV9tkD9_V8g,Orange Leaf,2,4.0,West Lafayette,IN
Ta8F63eZ2RLXLytYk5vl9w,Lovebirds Café & Bakery,180,3.5,Pasadena,CA
nXrrrJR50Wqthp58i7j4Lg,Smoothie King,3,3.5,College Park,MD
VP-esMKTtNOJK1oLf9wnnw,Starbucks,22,3.5,Atlanta,GA
UgNu8Et1hIoB2u3S9-ILTw,La Galleto,2,3.5,Los Angeles,CA
3-gxNec5AvaOCLhuukbkDA,Malibu Yogurt & Ice Cream,50,3.5,Los Angeles,CA
fCTkzJC_SGTWMgMNSrApvg,Wolfe's Market,47,3.5,Claremont,CA
n5FCAlZSWkOX-H8infzS6Q,Morton Williams Supermarket,11,2.0,NA,NA
r-3DpUzdVY0Lo4hA6Ifyuw,Sunny's Diner,75,4.0,Cambridge,MA
O3w4-W1WsgAIm2BArkG5Qg,The Chocolate Moose,4,3.5,Pittsburgh,PA
Rx3m7vtf-eWBSQ4AavQl8g,Jimbo's Coffee Shop,3,3.5,New York,NY
d5-gmx9PW5a9mR1O-eH04g,Something Blue Bakery,3,5.0,Lafayette,IN
xjyosf0dH5EE8eRlDGAmTA,Dunkin' Donuts,4,3.5,Manhattan,NY
pab0mHGEyrUmTfIfzUe3Rw,Eat Sweets Pastry,12,4.5,Los Angeles,CA
sxHugC9jE_yfkn460JMV_w,Louisa's Place,151,3.5,San Luis Obispo,CA
HPrVYd5pSvi6VNflYytvfg,La Fondita,22,4.0,Hyattsville,MD
HLtz3M7Kf6LCQ4uZV_fsbA,Seven Palms Food Center,30,3.5,Berkeley,CA
s1z6RVgz0p3gsc_JsDFD3Q,Cafe Luce,2,3.0,Seattle,WA
CLnsQyp0ndsCDFoKgrQs9g,Finger Lakes Flat Bread,2,5.0,Ithaca,NY
fCN0TBUIdv1Y7Zb0oBJq2g,Sabletine Fine Pastries,7,3.5,Waterloo,ON
EAafCOFtOjTDq7WNwHFn7A,The Little Dipper Chocolate Company,3,3.5,Berkeley,CA
1mOcldfqbByxAaB0steLdg,Nussbaum & Wu Bakery,106,3.0,New York,NY
B-1s2TsTpjI-hZDtX0CVnw,Frutti Yogurt,47,3.5,La Jolla,CA
haS69D1cq-jx7Ey5M0bbYA,Pixie Donuts,18,5.0,Claremont,CA
cgjskfRh258evmpK3uW1rQ,Bytes Cafe,52,3.5,Stanford,CA
Ey6t9YAXkaIp8Qi-nWEnDg,Waffle Frolic,39,3.5,Ithaca,NY
7SsaAHy2WjyEcdSgFEZTGw,Westside Market NYC,99,3.5,New York,NY
dSKQunGYhaf7eCrskfrVzQ,Lucky's Mexican Spot Food Truck,7,3.0,Philadelphia,PA
w1ohofTDIGlkKJgfgvVLsQ,Uncle Sam's Good Natural Products,7,3.5,Troy,NY
X6TKrhvegGg47GnxPlPYZA,Nectar Wine Bar,58,3.5,New York,NY
yS-I_9pdWfR1z07i9VKlhg,Publix,15,3.5,Atlanta,GA
UCILwBpGs6a11F9qPKYeQg,Beaner's Gourmet Coffee,5,2.5,Ann Arbor,MI
HaNkWM2kccUtj_0InltMow,Fa-la-la,42,4.0,Berkeley,CA
kRs1QGtkqnbkdNR3DEZvhA,C & T Market,4,5.0,West Lafayette,IN
ljRFZy8ZeRnNkTMm3Ssjqw,Cream & Sugar,11,3.0,Philadelphia,PA
fddyqPZiVnVnq4vA_Y8LWA,Bosworth's,5,3.5,Cambridge,MA
wPc5Bl6u9x8Ndw6uAnDeFg,Merritt's Store & Grill,40,4.5,Chapel Hill,NC
Z1g_o-Cgjdd4KlA8ORNOoA,Yogurt Express,13,4.0,Los Angeles,CA
PKJ6yVU8X8LRC0lB-CXQXg,Pavillions,12,2.5,Pasadena,CA
ZPjokVSTWDyRMWxaW7z_9A,Green Line Cafe - Powelton Village,26,4.0,Philadelphia,PA
2Lq4xwIPrIjhQ12dIS7i1w,Ohm's Engineering Coffee House and Snow Cones,2,3.5,Austin,TX
Ol8v3U-v4gq7lN0iIXqvXw,Amherst Brewing Co,92,3.0,Amherst,MA
7W_8BUSIx0xe0jwd3e0bIw,Hot Ciabatta,2,2.5,Amherst,MA
GIiVYkz7Pvus5eKoWwgCDA,Berry Nutty,4,3.0,Westwood,CA
Sd6kNeNCpY3FkGF-RmjQHw,Razzy Fresh,42,4.0,Pittsburgh,PA
aYyD90HYtQNtJo3q-XEpng,Publix at The Plaza Midtown,40,3.5,Atlanta,GA
6Nbn8ySMSCEknvd02QSB_w,The Cake Box,4,3.5,Kitchener,ON
0YWbWEL-yg8mfUac_sw2rw,Edible Arrangements,3,3.5,Ann Arbor,MI
Tswdpzr5XjWFN7znavya1A,Robeks,4,4.0,Claremont,CA
nqW0bWZresih2sqvOQ1diw,Taza Caffe,2,5.0,NA,NA
7JjUoVTJerB4csQ7g1svWw,Pronto,15,4.0,Cambridge,MA
5eFcQAl8BkWB6gtrZN3NKQ,Stick or Treat,4,4.5,Austin,TX
XHebqygyvhFvedq8RaRmrw,Mate Factor Yerba Mate Cafe,36,3.0,Ithaca,NY
kKFUNcLklJ54zZNUk-7yjQ,Gullifty's Restaurant,51,3.0,Pittsburgh,PA
nrSIP4kKeKf9XHpD4hlWhQ,Brooklyn Water Bagel Co.,3,2.5,Los Angeles,CA
cQ0c5LLbq4mXHsy5x7fjgw,Tom Robinson's Carolina Seafood,9,5.0,Carrboro,NC
Ig18o6BrKP74hzIcmDlsKA,Cafe Verde,22,3.5,Ann Arbor,MI
DCk27lbp82tOEPSNCvF4lQ,Pochi Tea Station,69,3.5,Seattle,WA
av-dv94pnNQAv_txoDrdKw,Metabolic Kitchen,2,5.0,Palo Alto,CA
EEWKA1iHdWo7-uzOqnNYRQ,Padgett Station,9,3.5,Carrboro,NC
oYMXnGiX9pFVe52isEVdgg,Ithaca Bakery,12,3.5,Ithaca,NY
Qkd19GhzyDDbaIdtkMzhHw,Cafe Vita,6,4.5,La Jolla,CA
u6UTyanpF-VwmlTd3LJK5g,Peets Coffee & Tea,18,2.5,Berkeley,CA
-z9gkmyVklh-FeHNDPXEZw,infini-T Café and Spice Souk,31,4.5,Princeton,NJ
IitsF6awDGy2ipwvdNbP8Q,Chocolate Pink Pastry Cafe,114,4.0,Atlanta,GA
hpvJapB-wXY8XSYA2Gy6BQ,Starbucks,30,2.5,Palo Alto,CA
s6-mh5icrHBIvYq0o6QVWA,Farmstead Downcity,18,4.5,Providence,RI
QadrDmx4k6Tl7QDz4fAWdg,Blue State Coffee,57,4.0,Providence,RI
7rNesznXjcyq9B4-Xs5CRg,Acme Markets Inc,2,1.5,Princeton,NJ
3BG1niOE6fJiIIk1-04sjg,Yunnie Bubble Tea,114,3.5,Seattle,WA
LDWoHOXTTfr91Yn-eTxp2Q,The Art of Espresso,4,4.5,San Diego,CA
JT-A1F67iKRf5ifGL8ry6A,Peninsula Creamery,126,4.0,Palo Alto,CA
zBKeiex7NcrJhkgaxjztFA,Spirits of St Germain Liquors,96,4.0,La Jolla,CA
tLReelL-Iqd7CMTEeRf8vA,Al Meida,2,5.0,Ann Arbor,MI
11pH-tGFM7Wbli31mKjRMQ,Bagel Street Cafe,58,4.0,Berkeley,CA
yoisjAMpm9su7MBh0g1LoQ,Gary's Mini Market,2,4.5,Pasadena,CA
Rii78kjj-488O-ehx3f6Jw,Amherst Creperie,21,3.0,Amherst,MA
-lE2kpKUHwfISmxEjfz74Q,Carter & Cavero,6,5.0,Princeton,NJ
hOEfdrIl7D5mv-4p2Q4x_A,China Garden Restaurant,6,4.0,Waterloo,ON
axExH6C6yjQXgXJPpjKrXA,American Spoon,2,3.0,Ann Arbor,MI
4pzbarxHwsWIp3Fc47qE7g,Eddie's Market,8,4.0,Pasadena,CA
2XoHEjKr3X7xSBkRi0zpZw,Tico's Eatery and Juice Bar,20,4.0,Princeton,NJ
9C4nEsK7wddanoxO21gtnw,Hope High School Farmers' Market,3,3.0,Providence,RI
pfzgsjSzpdMj-pHVdrToDA,Broadway Diner,6,2.0,Atlanta,GA
9v4-hQQkdcHaAaOTtEaSAA,Mancini's Deli & Pizza,2,2.0,Menands,NY
idylSOmjsL9-v9Q970elxQ,Celaya Bakery,2,4.0,Los Angeles,CA
SpXBHrRfXJdocVkQa16zxg,Cold Stone Creamery,7,3.0,Pittsburgh,PA
G_xjBimSuQ73gEg1wYDacA,Allegro Espresso Bar,97,4.0,Seattle,WA
czSb6sZF4K-LqEHuqPqw2Q,Queen's Way Restaurants & Catering Service,4,4.0,Riverdale,MD
oCHcaAfAGzrkLAo5jee1eA,Sufficient Grounds Coffee,136,4.0,Berkeley,CA
Ojj7Eb6gxtZ_X5g2oQuoOg,Peet's Coffee & Tea,65,3.0,Berkeley,CA
zHf-mWbgtQj80TQ6snKLzg,Trojan Liquor,3,4.5,Los Angeles,CA
74wRr6PP6lbaL1YzUcYGAA,Golden Palace Buffet,14,3.0,Pittsburgh,PA
0ZhMaUnl8xu4wYFk1oUC7Q,Beanster's Cafe,5,3.0,Ann Arbor,MI
ViJjcvNH_Up1mXZ5NieApg,County Market,15,3.5,Champaign,IL
pPK3t0yYYw7Ct3E9aCp2JQ,Yogurt World,48,3.5,La Jolla,CA
-ilTnXu41RrxQITuolQhmQ,Starbucks,4,3.0,Philadelphia,PA
2JUHpCw5yYC4mtU1EMPicA,The Honeybaked Ham Company,4,4.0,Seattle,WA
aJ1iMCVwG-FNzqaGb3g8LQ,Green Sprout,17,3.5,West Lafayette,IN
OXDXjl9bpjgxrtNtYmi7uw,Motosurf,9,3.0,Seattle,WA
jMHo_8fvvoHEagoPW6FtCg,De Neve Commons Residential Restaurant,26,4.0,Los Angeles,CA
RKbZNFJ5C3MeAQsCQjn-Pg,Starbucks,4,2.0,Princeton,NJ
9Adrvr8ycurboVNl7KcKyg,Einstein Bros Bagels,102,3.5,La Jolla,CA
tYjGXB7dCNkt2pQsGMknTw,Scolaris Food Company,8,3.5,San Luis Obispo,CA
QtgDSWNKG_Ip8WU2MB7cdQ,Berkeley Student Food Collective,20,4.5,Berkeley,CA
5bLMzqwhn8q6JCAtM_YG4w,Rita's,15,4.0,College Park,MD
PTeLIlZ0L4x99QynDms0lA,Classic Silver Wok Gourmet,2,5.0,Chapel Hill,NC
0y_J3bEasaYbcoI3I28WCQ,International Coffee,2,3.5,La Jolla,CA
G17QUujz-e6oWV_-LQc4Ag,Super Star East Buffet,28,3.0,Princeton,NJ
D6SCh4BwNb52wZIqXdS4JQ,Esquire Lounge Inc,54,4.0,Champaign,IL
TKkKRrMcP0R_VPO8QKR7YQ,Weaver Street Market,74,4.0,Carrboro,NC
cz0UFeAMakuzZUrB4PdK2A,Y & Y Market,2,4.5,Los Angeles,CA
Z6V6XF2q8qX5DInYYw17tA,Rao's Coffee,68,4.0,Amherst,MA
RCGryVRZqKvnDH4Yyhhe8w,Wegmans Food and Pharmacy,59,4.5,Princeton,NJ
TuVXt0MykhC23GTWX-32ug,Fresh Fruit Salad Cart,12,4.5,Philadelphia,PA
F_bNTClKt8elBBRPW12bzA,Cake Walk Bakery,10,3.0,Plainsboro,NJ
Igfj3Cxs3LXB9xB0GEe9YQ,Ponte Coffee House,11,3.5,Philadelphia,PA
tpgbqQ8GoiD-0nAoyv3jjg,House of Coffee Beans,9,4.5,Houston,TX
GP5xVVJx0ekAky5BzyiQrw,Starbucks,39,3.5,Cambridge,MA
VVMds_KcnFjQdbveMUVmbg,Crumbs Bake Shop,6,2.5,New York,NY
Ea1zCmp6aZMXcIDOT7-7cA,Walmart,3,3.5,Hadley,MA
DVqGHtZlrUdRXZkeyGve5g,Trader Joes,6,4.0,Hadley,MA
aMfBKeOUfHZYYIJBynyspQ,A La Francaise,3,4.5,Seattle,WA
YP_o3Y9Da8QoiC-tA9Fvgw,Ground Zero Performance Cafe,50,4.0,Los Angeles,CA
o4G9cfQQgktHYvYafIpLwg,South Troy Diner,4,3.0,Troy,NY
uvVOuCbo4_5z_J5WJVG4QQ,Joe's Brewery,12,3.0,Champaign,IL
eFos_qY9NM_zRdtKmN8fKA,Bruegger's Bagels,5,3.5,Pittsburgh,PA
BF1C8xLBOtIR70o4V83R2A,CC's,4,3.0,Ithaca,NY
j3lZQs0YKMDAwKSbDRNY7Q,O-Pass Tea & Crepe,7,4.0,Blacksburg,VA
oHVanLow3Tm7xvuo6Hkt0Q,The Yogurt Spot,59,4.0,Austin,TX
senJyxjMuCVThGcwYSIU4w,Troy Community Food Co-Op,12,3.5,Troy,NY
0mhOoKxdWMPg4PvozmSMbg,Piccadilly Beverage Shops,3,4.5,Champaign,IL
6lzCO7W_7YexBLAtjxN-Ow,Village Bottle Shoppe,2,3.5,West Lafayette,IN
SebzGPx68D3cMaLcoHSfUA,Sherri's Cafe 101,8,4.5,Providence,RI
VyqUTuw80g8sKHYVSsW1GQ,Dunkin Donuts,4,4.0,New York,NY
iwn6dOQTqwP1EUot9DrRYA,Gimme! Coffee,37,4.5,Ithaca,NY
e-dy5vo33pgCtA42CB_Tkw,Amy Bakes Cupcakes,6,3.5,San Luis Obispo,CA
t7UZFLVJavx5fQCooDyaRQ,City Gyro,3,5.0,Providence,RI
TJaImyntBu0ebKugcyj6eQ,Gavin's Cafe,24,3.5,Philadelphia,PA
e3JYTYbYQlLTpzRhtkZr2A,Specialty's Café & Bakery,61,3.5,Seattle,WA
-ZfUYXTphJdZuBTbfodP3Q,Crepes de Paris,6,4.0,Claremont,CA
GGKesha1RQd21HyzRhj2bA,Pittsburgh Cafe,4,3.0,Pittsburgh,PA
tZLtxMw6jqvOJtO_TSO6AQ,Snowman,32,4.5,Troy,NY
9M6mY-ugZ_hRnOO1PeWZtw,Zanzibar,21,2.5,Berkeley,CA
qievsN2fQbRZXywsQFf1AQ,Bucks County Coffee Co,9,3.5,Philadelphia,PA
agDRuVpPlBQtQ8FXavUShA,Micro Yali's,7,2.5,Berkeley,CA
sLNjdofUb8EocOzO1A7N8Q,Khmer Angkor Cambodian Food,4,4.5,Groton,NY
3TrY8CpsnvnTTYigx2R4yg,Prantl's Bakery,39,4.5,Pittsburgh,PA
g6Im379U_blCvCHz9pU0lA,Oasis Tea Zone,78,3.5,Seattle,WA
RrPaUqww8RySD_MUjCTaxg,Houston Farmers Market,18,3.5,Houston,TX
ugekAf0_3hreoD5VJQjkCg,Kitchenette Uptown,280,3.5,New York,NY
rUjVVHTHztQU2_tblQN5SA,Wilbur Dining,6,2.5,Stanford,CA
12BUu8lkBG6fUJyiHznv7Q,San Luis Oriental Market,19,4.5,San Luis Obispo,CA
Fs2cgsKMJM1Bffjxa-0wHQ,Lhasa Karnak Herb Company,48,4.5,Berkeley,CA
3vP-VDYjLyjI4Lyzck6ltA,Branner Dining Hall,2,2.5,Stanford,CA
ahAvfTdZnblSR6S4ZpXCtw,The Cheesecake Factory,80,3.5,Providence,RI
eAZ6O8mY7_iH5i6njXVWnA,Dunkin Donuts,4,1.5,Ithaca,NY
szdea-uLMQZBhcgsucBQZA,Sola Cafe and Catering,14,4.0,Cambridge,MA
hXxrf7AcYLJcVe0nnfCicg,Grinders on the Ave,16,4.0,Seattle,WA
rnu8-Nv0jZo5IIikJf0LUg,Gordon Biersch Brewery Restaurant,153,3.0,Atlanta,GA
LpVQCCcynziDA74fkLWslw,Smoothie King,3,2.5,Houston,TX
gYMhUx_NSheqhvD3agJ8fg,Yogurtland,65,4.0,Los Angeles,CA
ZWvCz7LBBDVwzPPhOdQBvQ,Jamba Juice,45,3.0,Berkeley,CA
Hhfga62zdR5TxuqtleNHCg,Yogurtland,267,4.0,Berkeley,CA
5_h-nkc_gvEPvJcFkXm4bQ,Village Pump Liquors,18,4.5,College Park,MD
SEOwd0srJ9w-66Kaj6a0hA,Cora's,4,3.5,Waterloo,ON
7FBUGleVtrA3eYJdtrm_0w,Main Street Cheese,17,4.0,Lafayette,IN
oPjE2T66w_YgnyjhQdJINA,Schenley Park Cafe,3,3.5,Pittsburgh,PA
TKf-31kB14E7OTVWpJMd7g,Greenstar Oasis Natural Grocery,5,4.0,Ithaca,NY
QxuZGiHF3jnatCUmI41FmA,Black Sheep,52,3.5,Amherst,MA
-ar6SC9nUaam_KbOJOgn-A,Stanford Bookstore Cafe,23,3.5,Stanford,CA
D2SN1HiPSMrRHo9WxWVbTg,Harlem Shambles,19,4.5,New York,NY
lSMszPzc-YIvsYuLvY_m2g,Starbucks,7,4.0,Latham,NY
itNqVGYoT7vavTZ7YmUPWg,Sidewalk Market & Deli & Liquor & Beer,12,4.5,San Luis Obispo,CA
L1oN0sjoz_7zMfTaTAXAUg,Starbucks,72,3.5,Berkeley,CA
mloTr0nez9YBSqv-WPw7Kg,Café East,12,3.5,New York,NY
g6XZNMrtPG8mxpoFrL5b1w,Starbucks,10,3.0,Ann Arbor,MI
WgsbBFa6OvHtCqEwZqse6A,Starbucks,15,3.5,Houston,TX
1kHV-hdQXDLeyRyrxn4p7g,Toscano & Sons Italian Market,85,4.5,Atlanta,GA
Rk7ktD5511RCkO_BDn7_Sg,Goody's Place and Market,18,3.0,La Jolla,CA
8ONs4d3wQX6vzktwJLSq2Q,Williams-Sonoma,13,3.0,Pasadena,CA
_x_4r6wNkvWjxjeUQ0jRKw,Cafe Soleil,5,5.0,Philadelphia,PA
vTvNlqeHk4orSa7sSZFV1A,Whole Foods Market,17,4.0,Hadley,MA
pYZSx6aWjEnNhWnDsQG7mA,Jamba Juice,24,4.0,Stanford,CA
1qBuQqTNz-Ru5FT9XL27Tw,Saxbys Coffee,9,3.0,Austin,TX
2b0WebI-n0YcxufwEQ_bhA,Plainsboro Wine & Liquor,2,2.0,NA,NA
IJV1pC2ErVcVd9izj5YG5w,Chocolat Du Monde,26,4.0,Houston,TX
jo9WMTYOvoW_6WyM2flTOQ,Genoa Importing Co,13,4.5,Albany,NY
2Vh5FAv-jFrHfyQvt4i7TA,The Piazza,3,3.5,Pasadena,CA
rVBicVN6W_p9LyWcLyscgw,Dijon: A French Bistro,7,3.5,Ithaca,NY
OdAC92_WUTFCcoAqGR33kQ,Southwell's Hamburger Grill,40,4.0,Houston,TX
UE826ZlmmHHJ3Hctgph5qw,Shelburne Falls Coffee Roasters,2,2.0,Hadley,MA
ID07ERaiqMpl-S2tdQSXlA,Purity Ice Cream Co,42,3.5,Ithaca,NY
04UJdYrRfigulJY6b3pn6A,Washington Liquor Store,14,3.5,Seattle,WA
37m4koJBeawr6hp0doH4hQ,Cal Mart Beer & Wine Food Store,5,3.0,Los Angeles,CA
Slzgh8C9rEtsloitHMhE5w,7-Eleven,5,4.5,Seattle,WA
lKsqazcNjIx_cOfp8MF7Pg,Alumni Cafe,10,2.5,Stanford,CA
boj58MzwMesNagJtQTLhlA,Mr Greeks Coney Island,21,3.0,Ann Arbor,MI
KzDkcNJTrnFYc51DA1oArQ,District Market,2,4.0,Seattle,WA
aj4TkRepVpCV1DYAh9OF9Q,Plantation Bar and Grill,2,5.0,Ithaca,NY
6uc5h32bXZ7dQQ5xOeurnA,Starbucks,24,3.0,Cambridge,MA
xewPU4T___oBXmGeqnOLIQ,Camille's Sidewalk Cafe,4,2.5,West Lafayette,IN
ztcErxS3Sl4jCupfEz6mpw,Purple Vanilla Frozen Yogurt And Ice Cream,10,3.5,Houston,TX
FTky74MxFIMvAJepeUUzEQ,The Cookie Jar,7,4.5,Champaign,IL
Pxkl5nGTSmdAjL6-5ntujQ,Robinson's Fine Candies,2,5.0,Rocky Hill,NJ
gle8hR3k1xG7LO_mABwX3A,Atlanta Bread Company Bakery & Cafe,23,2.5,Greenbelt,MD
Po_xhhkHvE3KjjD1pHOlhA,Sfoof's,50,3.0,Berkeley,CA
qIxXA8eb0kSI9JQPy0K7Mw,It's A Grind Coffee House,24,4.0,Los Angeles,CA
UWugDDs9_Cyj2ukZe3P9HA,Bodega Wine Bar,2,4.0,San Diego,CA
